"","row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","# feature","class","assembly","assembly_unit","seq_type","chromosome","genomic_accession","start","end","strand","non-redundant_refseq","related_accession","name","symbol","GeneID","locus_tag","feature_interval_length","product_length","attributes"
"16","CAJ66830.1",2755.54047553725,-0.11756134215329,0.557222971247856,-0.210977199827245,0.83290506281685,0.899810600411177,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",20470,22107,"+",NA,NA,"DNA polymerase III subunits gamma and tau","dnaX",NA,"CD630_00160",1638,545,"old_locus_tag=CD0016"
"17","CAJ66831.1",1102.13127722126,-0.527706639601925,0.448436548777622,-1.17676991547719,0.239287353448355,0.406037374640617,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",22166,22516,"+",NA,NA,"DNA binding protein",NA,NA,"CD630_00170",351,116,"old_locus_tag=CD0017"
"18","CAJ66832.1",2636.25301304493,-0.952036855571637,0.428589180893439,-2.22132731765888,0.0263287999088446,0.0852980983348183,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",22529,23128,"+",NA,NA,"DNA repair and recombination protein","recR",NA,"CD630_00180",600,199,"old_locus_tag=CD0018"
"19","CCA62784.1",32.0061518322911,3.02934271064443,0.75721893266065,4.00061670407552,6.31776198134046e-05,0.000602176607994768,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",23269,23490,"+",NA,NA,"conserved hypothetical protein",NA,NA,"CD630_00181",222,73,"old_locus_tag=CD0018A"
"20","CAJ66833.1",1478.59381509106,0.523213963170322,0.383026829959798,1.36599820755438,0.171939525989576,0.322396698393855,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",23561,24766,"-",NA,NA,"putative glycosyl transferase",NA,NA,"CD630_00190",1206,401,"old_locus_tag=CD0019"
"21","CAJ66834.1",217.575153410424,-0.513880410324568,0.824371301912716,-0.623360382793842,0.533047725925212,0.688884082957992,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",34145,34558,"+",NA,NA,"conserved hypothetical protein",NA,NA,"CD630_00200",414,137,"old_locus_tag=CD0020"
"22","CAJ66835.1",1817.25836140597,-1.22973791393073,0.666624625877101,-1.84472320132597,0.065077814054876,0.165160595830752,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",34867,38298,"+",NA,NA,"Pyruvate carboxylase","pycA",NA,"CD630_00210",3432,1143,"old_locus_tag=CD0021"
"23","CAJ66836.2",23554.7187152051,-0.749854166985467,1.01453212113374,-0.739113283222128,0.459838211557129,0.629134508416587,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",38540,40468,"+",NA,NA,"Elongation factor G (EF-G)","fusA1",NA,"CD630_00220",1929,642,"old_locus_tag=CD0022"
"24","CAJ66837.1",80.3578690742714,2.00021146413458,0.725707397411373,2.75622306079477,0.00584731055053631,0.0266154129571173,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",40921,41385,"+",NA,NA,"Transcriptional regulator, CtsR family","ctsR",NA,"CD630_00230",465,154,"old_locus_tag=CD0023"
"25","CAJ66838.1",346.261780483787,0.558283347746136,0.696055764247137,0.802066984316958,0.422514211828481,0.596342326579251,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",41392,41886,"+",NA,NA,"Activator of protein kinase McsB","mcsA",NA,"CD630_00240",495,164,"old_locus_tag=CD0024"
"26","CAJ66839.1",1891.42475659644,-0.810433889318368,0.646369563541611,-1.25382433677386,0.209905861363984,0.370295468252361,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",41902,42927,"+",NA,NA,"Tyrosine kinase protein","mcsB",NA,"CD630_00250",1026,341,"old_locus_tag=CD0025"
"27","CAJ66840.1",7900.19743263065,-1.10058932105749,0.688761776913944,-1.59792450444736,0.110059779811478,0.238252978722329,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",42914,45361,"+",NA,NA,"class III stress response-related ATPase, AAA+ superfamily","clpC",NA,"CD630_00260",2448,815,"old_locus_tag=CD0026"
"28","CAJ66841.1",9672.05795935217,-0.833582295356835,0.467272167328499,-1.78393312001144,0.0744345333486182,0.180667270167525,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",45541,46914,"+",NA,NA,"DNA repair protein","radA",NA,"CD630_00270",1374,457,"old_locus_tag=CD0027"
"29","CAJ66842.1",3056.53291932734,-0.559534447310752,0.433580262979307,-1.29049796562685,0.196877817723292,0.35223908381321,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",46917,47987,"+",NA,NA,"DNA integrity scanning protein disA","disA",NA,"CD630_00280",1071,356,"old_locus_tag=CD0028"
"30","CAJ66843.1",3409.34863742791,-0.111599481965547,0.298640763551955,-0.373691389742687,0.708633931991119,0.82228482019454,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",48076,49170,"+",NA,NA,"putative membrane protein",NA,NA,"CD630_00290",1095,364,"old_locus_tag=CD0029"
"31","CAJ66844.1",3912.37683567718,-0.581186826947247,0.407894288289207,-1.4248466910014,0.15420152220414,0.301393884308092,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",49299,51476,"+",NA,NA,"putative membrane protein",NA,NA,"CD630_00300",2178,725,"old_locus_tag=CD0030"
"32","CAJ66845.1",88.603929653242,5.10229723159107,0.905050073997718,5.63758556369549,1.72450924914238e-08,3.72888171357416e-07,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",51662,52507,"-",NA,NA,"Transcriptional regulator, AraC family",NA,NA,"CD630_00310",846,281,"old_locus_tag=CD0031"
"33","CAJ66846.1",6.37128329616425,-1.09415136350994,1.14111439355576,-0.958844590594035,0.337637041901139,0.514339197485471,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",52724,53890,"+",NA,NA,"putative beta-glucosidase",NA,NA,"CD630_00320",1167,388,"old_locus_tag=CD0032"
"34","CAJ66847.1",10.8289566540209,0.430043989119429,0.801260680780942,0.536709212662588,0.591468491381319,0.733808777503905,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",53912,55558,"+",NA,NA,"putative glycoside hydrolase",NA,NA,"CD630_00330",1647,548,"old_locus_tag=CD0033"
"35","CAJ66848.1",76.5404579549882,-0.780985061590549,0.423732620140913,-1.84310818773129,0.0653132161316953,0.16564692348682,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",55655,57028,"+",NA,NA,"putative xylose transporter, sodium:galactoside symporter family",NA,NA,"CD630_00340",1374,457,"old_locus_tag=CD0034"
"36","CAJ66849.1",43.4446444385977,-0.59957588577209,0.7595048237521,-0.789429990464142,0.42986073314958,0.602888441155674,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",57469,58422,"+",NA,NA,"Transcriptional regulator",NA,NA,"CD630_00350",954,317,"old_locus_tag=CD0035"
"37","CAJ66850.1",357.9853905121,-1.15954242052078,0.776556100205775,-1.49318564391358,0.135388598931778,0.276625517471839,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",58454,59422,"+",NA,NA,"Acetoin dehydrogenase E1 component (TPP-dependent alpha subunit)","acoA",NA,"CD630_00360",969,322,"old_locus_tag=CD0036"
"38","CAJ66851.1",275.422371347041,-1.75839246488214,0.780341455065435,-2.25336287527451,0.0242362783147038,0.0797478931676864,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",59447,60433,"+",NA,NA,"Acetoin dehydrogenase E1 component (TPP-dependent beta subunit)","acoB",NA,"CD630_00370",987,328,"old_locus_tag=CD0037"
"39","CAJ66852.1",877.580170448036,-1.67016416005866,0.825164213309264,-2.02403852847736,0.0429661876450279,0.122243649660741,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",60446,61492,"+",NA,NA,"Acetoin dehydrogenase E2 component (dihydrolipoamide acetyltransferase)","acoC",NA,"CD630_00380",1047,348,"old_locus_tag=CD0038"
"40","CAJ66853.1",354.730558876876,-1.4104707803795,0.842075432607543,-1.67499338629544,0.0939355292994175,0.211487459102519,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",61659,63389,"+",NA,NA,"Acetoin dehydrogenase E3 component (dihydrolipoamide dehydrogenase)","acoL",NA,"CD630_00390",1731,576,"old_locus_tag=CD0039"
"41","CAJ66854.1",81.5636415312672,0.166809158682596,0.463544337423352,0.35985588694669,0.718954907157316,0.829238575119973,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",63807,66755,"+",NA,NA,"Transcription antiterminator, PTS operon regulator",NA,NA,"CD630_00400",2949,982,"old_locus_tag=CD0040"
"42","CAJ66855.1",10.3846701683971,-0.268086784564099,0.697462220898057,-0.384374632103956,0.700700799759528,0.815580383355907,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",66733,67197,"+",NA,NA,"PTS system, galactitol-specific IIA component",NA,NA,"CD630_00410",465,154,"old_locus_tag=CD0041"
"43","CAJ66856.1",38.9235654645235,-0.511762802432335,1.01520331317434,-0.504098830048295,0.614191929041475,0.750436635289939,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",67277,67579,"+",NA,NA,"PTS system, galactitol-specific IIB component",NA,NA,"CD630_00420",303,100,"old_locus_tag=CD0042"
"44","CAJ66857.1",68.80977267526,0.0941801425334334,0.532751294839673,0.176780691939521,0.859680655778809,0.917536506232818,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",67656,69005,"+",NA,NA,"PTS system, galactitol-specific IIC component",NA,NA,"CD630_00430",1350,449,"old_locus_tag=CD0043"
"45","CAJ66858.1",3.27819355566007,1.43457092982192,2.11695563130885,0.677657532640383,0.49798885857355,0.661973369867442,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",69040,69513,"+",NA,NA,"conserved hypothetical protein",NA,NA,"CD630_00440",474,157,"old_locus_tag=CD0044"
"46","CAJ66859.1",21.8090064502888,0.419756179265977,0.599917117065524,0.699690286083519,0.484120744188418,0.650739173128586,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",69685,70335,"+",NA,NA,"putative sugar-phosphate aldolase",NA,NA,"CD630_00450",651,216,"old_locus_tag=CD0045"
"47","CAJ66860.1",274.916876717755,0.525522910817134,0.677664637762888,0.77549112279489,0.438049509017936,0.610619502744283,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",70509,71441,"+",NA,NA,"putative lipoate-protein ligase",NA,NA,"CD630_00460",933,310,"old_locus_tag=CD0046"
"48","CAJ66861.1",287.417464137877,-0.784095339453977,0.603436747583677,-1.2993828145099,0.193812586458006,0.349199360308917,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",71715,72428,"+",NA,NA,"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase","ispD",NA,"CD630_00470",714,237,"old_locus_tag=CD0047"
"49","CAJ66862.1",232.06035708795,-0.671834445554736,0.51444057866922,-1.30595150035145,0.191569051277993,0.34667493545477,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",72425,72910,"+",NA,NA,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase","ispF",NA,"CD630_00480",486,161,"old_locus_tag=CD0048"
"50","CAJ66863.1",22918.9680308701,-1.03488667507934,1.00623796791703,-1.02847110532076,0.30372827595034,0.47851964178422,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",73277,74992,"+",NA,NA,"Prolyl-tRNA synthetase","proS",NA,"CD630_00490",1716,571,"old_locus_tag=CD0049"
"51","CAJ66864.1",37619.0294699091,-1.57184668211939,0.906669983060887,-1.73364808749143,0.0829805426678726,0.193891632784884,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",75114,76559,"+",NA,NA,"Prolyl-tRNA synthetase","proS1",NA,"CD630_00500",1446,481,"old_locus_tag=CD0050"
"52","CAJ66865.1",1732.81149367207,-0.827937081521352,0.378385841820417,-2.18807627034389,0.0286640471017146,0.0909176481415657,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",76997,78478,"+",NA,NA,"Glutamyl-tRNA synthetase","gltX",NA,"CD630_00510",1482,493,"old_locus_tag=CD0051"
"53","CCA62785.1",6.68078658355736,3.68647336169457,1.32911141403346,2.77363757678314,0.00554333959225228,0.025523322584857,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",78699,78854,"+",NA,NA,"conserved hypothetical protein",NA,NA,"CD630_00511",156,51,"old_locus_tag=CD0051A"
"54","CAJ66866.2",8674.23789351693,-0.295975351613976,0.56014986091787,-0.528386012859106,0.59723144354733,0.73709190553917,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",78999,80396,"+",NA,NA,"Cysteinyl-tRNA synthetase (Cysteine--tRNA ligase) (CysRS)","cysS",NA,"CD630_00520",1398,465,"old_locus_tag=CD0052"
"55","CAJ66867.1",1889.22203899437,-1.77438669321197,0.695341788308476,-2.55181944052065,0.0107162038157464,0.0429101748558565,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",80399,80794,"+",NA,NA,"Ribonuclease III","mrnC",NA,"CD630_00530",396,131,"old_locus_tag=CD0053"
"56","CAJ66868.1",1706.73996757288,-0.603703545744454,0.339319037681621,-1.77916202364956,0.0752132024925009,0.181625244563895,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",80900,81658,"+",NA,NA,"Thymidylate synthase thyX (TS) (TSase)","thyX",NA,"CD630_00540",759,252,"old_locus_tag=CD0054"
"57","CAJ66869.1",1481.62205374614,-1.3662337525655,0.322164388101446,-4.24079694412186,2.22727562441653e-05,0.000240114272444221,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",81662,82408,"+",NA,NA,"putative tRNA/rRNA methyltransferase, TrmH family, group3",NA,NA,"CD630_00550",747,248,"old_locus_tag=CD0055"
"58","CAJ66870.1",1808.76255406625,-1.00199626849234,0.327582391659446,-3.05876107508861,0.00222254327655665,0.0122156212597188,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",82411,82938,"+",NA,NA,"putative ribonuclease",NA,NA,"CD630_00560",528,175,"old_locus_tag=CD0056"
"59","CAJ66871.1",3210.11981953527,0.43637397737983,0.412669063697964,1.05744291435235,0.290309494741664,0.465282138120481,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",82988,83650,"+",NA,NA,"RNA polymerase factor sigma-70","sigH",NA,"CD630_00570",663,220,"old_locus_tag=CD0057"
"60","CAJ66872.1",27796.1327781998,-1.78453220221397,0.440140436584684,-4.0544609262926,5.02500486396792e-05,0.000493886192344275,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",83724,84917,"+",NA,NA,"Elongation factor EFTu/EF1A","tuf1",NA,"CD630_00580",1194,397,"old_locus_tag=CD0058"
"61","CAJ66873.1",2446.33328575865,-0.946539256649048,0.661430877536364,-1.43104788239495,0.152416492565772,0.299868485496324,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",85167,85316,"+",NA,NA,"50S ribosomal protein L33","rpmG",NA,"CD630_00581",150,49,"old_locus_tag=CD0058A"
"62","CAJ66874.1",4287.56264623837,-1.28467378766833,0.631714887796093,-2.03362911415664,0.041989004109605,0.120277359235992,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",85342,85563,"+",NA,NA,"Preprotein translocase SecE subunit","secE",NA,"CD630_00590",222,73,"old_locus_tag=CD0059"
"63","CAJ66875.1",10187.4046729976,-1.52385418264596,0.654821048008933,-2.32713072873793,0.0199583084705084,0.0691595597549486,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",85583,86125,"+",NA,NA,"transcription antitermination protein","nusG",NA,"CD630_00600",543,180,"old_locus_tag=CD0060"
"64","CAJ66876.1",13791.5233917866,-1.12849430815075,0.664347223908667,-1.69865134908111,0.0893848952171414,0.204123381714944,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",86164,86589,"+",NA,NA,"50S ribosomal protein L11","rplK",NA,"CD630_00610",426,141,"old_locus_tag=CD0061"
"65","CAJ66877.1",23048.0989630561,-1.46803509394394,0.636144408320554,-2.30770729844126,0.0210154218733205,0.0716417624942745,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",86660,87358,"+",NA,NA,"50S ribosomal protein L1","rplA",NA,"CD630_00620",699,232,"old_locus_tag=CD0062"
"66","CAJ66878.1",7852.32871567023,-1.12938742800669,0.691180606441236,-1.63399756515407,0.102259361852905,0.226021860544038,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",87581,88087,"+",NA,NA,"50S ribosomal protein L10","rplJ",NA,"CD630_00630",507,168,"old_locus_tag=CD0063"
"67","CAJ66879.1",4960.31090344916,-1.33504013443375,0.493845742885766,-2.70335454677102,0.00686434837596522,0.0300285482712744,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",88144,88509,"+",NA,NA,"50S ribosomal protein L7/L12","rplL",NA,"CD630_00640",366,121,"old_locus_tag=CD0064"
"68","CAJ66880.1",3090.93695193706,-1.87413213358543,0.837664023519279,-2.23733153264914,0.0252646797711511,0.0826288230371959,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",88901,89689,"+",NA,NA,"putative NADP-dependent deshydrogenase",NA,NA,"CD630_00650",789,262,"old_locus_tag=CD0065"
"69","CAJ66881.1",36595.7069737555,-1.12448117497385,0.63107581812445,-1.7818479851055,0.0747740247149282,0.181258750494099,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",90160,93876,"+",NA,NA,"DNA-directed RNA polymerase subunit beta","rpoB",NA,"CD630_00660",3717,1238,"old_locus_tag=CD0066"
"70","CAJ66882.1",35116.0225014309,-1.27391919937702,0.600829417436865,-2.12026768731056,0.0339834770363125,0.10246492199634,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",93918,97403,"+",NA,NA,"DNA-directed RNA polymerase subunit beta'","rpoC",NA,"CD630_00670",3486,1161,"old_locus_tag=CD0067"
"71","CAJ66883.2",2286.26521145628,-1.62738615247503,0.504685190104972,-3.22455698003846,0.00126167746039861,0.00767554262081729,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",97692,98114,"+",NA,NA,"30S ribosomal protein S12","rpsL",NA,"CD630_00680",423,140,"old_locus_tag=CD0068"
"72","CAJ66884.1",2159.72075363139,-1.97839721815119,0.52635889285317,-3.75864689475869,0.000170834730914746,0.00140836301041699,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",98238,98708,"+",NA,NA,"30S ribosomal protein S7","rpsG",NA,"CD630_00690",471,156,"old_locus_tag=CD0069"
"73","CAJ66885.1",56102.0503074789,-1.66266563384112,0.505592213785803,-3.2885507104457,0.0010070464100613,0.00634053846201658,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",98757,100823,"+",NA,NA,"Elongation factor G (EF-G)","fusA",NA,"CD630_00700",2067,688,"old_locus_tag=CD0070"
"74","CAJ66886.1",27745.5910098179,-1.78903059918131,0.440306167036765,-4.06315135493419,4.84146141372258e-05,0.000477085676810579,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",100916,102109,"+",NA,NA,"Elongation factor EFTu/EF1A (EF-Tu)","tuf",NA,"CD630_00710",1194,397,"old_locus_tag=CD0071"
"75","CAJ66887.1",6158.69765723302,-1.10634539199472,0.773684619568591,-1.42996947853457,0.152725779203002,0.300215245976187,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",102481,102792,"+",NA,NA,"30S ribosomal protein S10","rpsJ",NA,"CD630_00720",312,103,"old_locus_tag=CD0072"
"76","CAJ66888.1",16544.8494166483,-1.21010511191129,0.745446790953961,-1.62332862197005,0.104519174168426,0.229808573534761,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",102884,103513,"+",NA,NA,"50S ribosomal protein L3","rplC",NA,"CD630_00730",630,209,"old_locus_tag=CD0073"
"77","CAJ66889.2",4122.08781210279,-1.04286906263703,0.767735747056592,-1.35836981231533,0.174346368156086,0.325515950333853,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",103543,104166,"+",NA,NA,"50S ribosomal protein L4","rplD",NA,"CD630_00740",624,207,"old_locus_tag=CD0074"
"78","CAJ66890.1",2331.50337219475,-1.79112718020931,0.706662844320493,-2.53462764400979,0.0112566908196135,0.0446491803578798,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",104166,104456,"+",NA,NA,"50S ribosomal protein L23","rplW",NA,"CD630_00750",291,96,"old_locus_tag=CD0075"
"79","CAJ66891.1",22283.4785008866,-1.42607025308515,0.747431560927245,-1.90796097948553,0.0563962597825197,0.149546914517908,"CDS","with_protein","GCA_000009205.2","Primary Assembly","chromosome",NA,"AM180355.1",104486,105316,"+",NA,NA,"50S ribosomal protein L2","rplB",NA,"CD630_00760",831,276,"old_locus_tag=CD0076"
